"Revista","NumContribucion","Titulo","Fasciculo","Fecha","Fecha.ISO","Colaborador","SeudonimoFirma","Rol","Sexo","PaisOrigen","Nacimiento","Muerte","Traduccion","Traductor","Lengua","LenguaOriginal","Tipo","TipoIndice","Dedicatoria","ObrasResenadas","CantitadPaginas","Paginacion"
"El Montañés","200","Rincón femenino","Vol. 2. Núm. 17","Abril de 1899","1899-04-01","Anónimo",NA,"Ilustrador",NA,NA,NA,NA,"No",NA,NA,NA,"Imagen","Ilustración",NA,NA,0.2,"194"
"El Montañés","201","Feminismo","Vol. 2. Núm. 17","Abril de 1899","1899-04-01","Montoya, José",NA,"Creador","M","Colombia",NA,NA,"No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,4.7,"194-198"
"El Montañés","202","Rodriguito","Vol. 2. Núm. 17","Abril de 1899","1899-04-01","Tobón Mejía, Marco",NA,"Ilustrador","M","Colombia","1876","1933","No",NA,"Español",NA,"Imagen","Ilustración",NA,NA,0.3,"199"
"El Montañés","203","El ensayo de Minué","Vol. 2. Núm. 17","Abril de 1899","1899-04-01","Pillo, C.",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Teatro",NA,NA,NA,3.2,"199-202"
"El Montañés","204","Retrato de José Joaquín Hoyos (fotograbado)","Vol. 2. Núm. 17","Abril de 1899","1899-04-01","Botero Echeverri, Manuel","M.Bot","Ilustrador",NA,NA,NA,NA,"No",NA,"Español",NA,"Imagen","Fotograbado",NA,NA,0.3,"202"
"El Montañés","205","La Agonía","Vol. 2. Núm. 17","Abril de 1899","1899-04-01","Restrepo Restrepo, Carlos Eugenio","Carlos E. Restrepo","Creador","M","Colombia","1867","1937","No",NA,"Español",NA,"Poesía",NA,NA,NA,2.3,"202-204"
"El Montañés","206","El Baile Blanco","Vol. 2. Núm. 17","Abril de 1899","1899-04-01","Carrasquilla, Tomás",NA,"Creador","M","Colombia","1858","1940","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,4.4,"205-209"
"El Montañés","207","Reseña Mensual (Impresiones Personalísimas)","Vol. 2. Núm. 17","Abril de 1899","1899-04-01","Ospina Vásquez, Mariano","Prólogus","Creador","M","Colombia","1869","1941","No",NA,"Español",NA,"Prosa No Ficción","Reseña",NA,NA,3.6,"209-212"
"El Montañés","208","La Fiesta de Cano (fotograbado)","Vol. 2. Núm. 18","Mayo de 1899","1899-05-01","Rodríguez, Melitón",NA,"Creador","M","Colombia","1875","1942","No",NA,"Español",NA,"Imagen","Fotograbado",NA,NA,0.7,"213"
"El Montañés","209","Discurso leído por D. Pedro Nel Ospina en el Concierto Celebrado á beneficio del pintor Francisco A. Cano","Vol. 2. Núm. 18","Mayo de 1899","1899-05-01","Ospina, Pedro Nel",NA,"Creador","M","Colombia","1858","1927","No",NA,"Español",NA,"Prosa No Ficción","Discurso",NA,NA,7.7,"214-221"
"El Montañés","210","Historia Patria","Vol. 2. Núm. 18","Mayo de 1899","1899-05-01","Salazar H., Jerónimo",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Poesía",NA,NA,NA,0.3,"221"
"El Montañés","211","Cervantes Redivivo","Vol. 2. Núm. 18","Mayo de 1899","1899-05-01","Palacio Muñoz, Obdulio",NA,"Crítico","M","Colombia",NA,NA,"No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,11.6,"222-233"
"El Montañés","212","Crepuscular","Vol. 2. Núm. 18","Mayo de 1899","1899-05-01","Garcés, Leopoldo",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Poesía",NA,NA,NA,0.4,"233"
"El Montañés","213","Los borrachitos","Vol. 2. Núm. 18","Mayo de 1899","1899-05-01","Tobón Mejía, Marco",NA,"Ilustrador","M","Colombia","1876","1933","No",NA,NA,NA,"Imagen","Ilustración",NA,NA,0.4,"234"
"El Montañés","214","Caporrista y Mordoqueo","Vol. 2. Núm. 18","Mayo de 1899","1899-05-01","Ospina Vásquez, Tulio",NA,"Creador","M","Colombia","1857","1921","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,9.5,"234-244"
"El Montañés","215","Dormido","Vol. 2. Núm. 18","Mayo de 1899","1899-05-01","Tobón Mejía, Marco",NA,"Ilustrador","M","Colombia","1876","1933","No",NA,NA,NA,"Imagen","Ilustración",NA,NA,0.2,"243"
"El Montañés","216","En la Hondonada","Vol. 2. Núm. 18","Mayo de 1899","1899-05-01","Corral, Jesús M. del",NA,"Creador","M","Colombia","1871","1931","No",NA,"Español",NA,"Poesía",NA,"Vives Guerra, Julio",NA,1,"243-244"
"El Montañés","217","A un Muerto","Vol. 2. Núm. 18","Mayo de 1899","1899-05-01","Anónimo","S. R. B.","Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Poesía",NA,NA,NA,0.7,"245"
"El Montañés","218","Reseña Mensual (Impresiones Personalísimas)","Vol. 2. Núm. 18","Mayo de 1899","1899-05-01","Ospina Vásquez, Mariano","Prólogus","Creador","M","Colombia","1869","1941","No",NA,"Español",NA,"Prosa No Ficción","Reseña",NA,NA,2.7,"246-248"
"El Montañés","219","Don Julián Vásquez (primera parte)","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Gómez Barrientos, Estanislao","Estanislao Gómez B.","Creador","M","Colombia","1850","1931","No",NA,"Español",NA,"Prosa No Ficción",NA,"Escovar, José María",NA,8.7,"249-258"
"El Montañés","220a","Don Julián Vásquez","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Rodríguez, Horacio Marino","Rodríguez y Mesa","Ilustrador","M","Colombia","1866","1931","No",NA,NA,NA,"Imagen","Fotograbado",NA,NA,1,"251"
"El Montañés","220b","Don Julián Vásquez","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Mesa, Rafael","Rodríguez y Mesa","Ilustrador","M","Colombia",NA,NA,"No",NA,NA,NA,"Imagen","Fotograbado",NA,NA,1,"251"
"El Montañés","221","En el Hospital","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Robledo, Emilio",NA,"Creador","M","Colombia","1875","1961","No",NA,"Español",NA,"Poesía",NA,"Escobar, Lázaro",NA,3,"259-261"
"El Montañés","222","Otello","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Gaviria, José A.",NA,"Creador","M","Colombia",NA,NA,"No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,2.1,"262-264"
"El Montañés","223","El Gato [de Baudelaire]","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Vélez, Victoriano",NA,"Creador","M","Colombia","1891","1956","No",NA,"Español",NA,"Poesía",NA,"Valencia, Guillermo",NA,0.8,"264"
"El Montañés","224","El bosque","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Tobón Mejía, Marco",NA,"Ilustrador","M","Colombia","1876","1933","No",NA,NA,NA,"Imagen","Ilustración",NA,NA,0.5,"265"
"El Montañés","225","Mirajes","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Olano, Ricardo",NA,"Creador","M","Colombia","1874","1947","No",NA,"Español",NA,"Prosa Ficción",NA,"Cabo, Ignacio",NA,9.3,"266-276"
"El Montañés","226","El gallinero","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Montoya, Gabriel",NA,"Ilustrador","M","Colombia","1872","1925","No",NA,NA,NA,"Imagen","Ilustración",NA,NA,0.5,"269"
"El Montañés","227","El río","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Mesa, Rafael",NA,"Creador","M","Colombia",NA,NA,"No",NA,NA,NA,"Imagen","Ilustración",NA,NA,0.3,"276"
"El Montañés","228","Una Carta","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Gómez Escobar, Francisco","Efe Gómez","Creador","M","Colombia","1867","1938","No",NA,"Español",NA,"Prosa Ficción","Carta","Latorre, Gabriel; Ospina, Mariano ",NA,7.1,"277-284"
"El Montañés","229","Carta á los Redactores de ""El Montañés""","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Escovar, José María",NA,"Creador","M","Colombia","1854","1933","No",NA,"Español",NA,"Prosa No Ficción","Carta","El montañés",NA,5.1,"284-289"
"El Montañés","230","Mentías?","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Latorre, Gabriel","G. L.","Creador","M","Colombia","1868","1935","No",NA,"Español",NA,"Poesía",NA,NA,NA,0.7,"289"
"El Montañés","231a","San Antonio de Padua","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Montoya, Eladio",NA,"Ilustrador","M","Colombia","1960","1913","No",NA,NA,NA,"Imagen","Escultura",NA,NA,0.5,"290"
"El Montañés","231b","San Antonio de Padua","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Mesa, Rafael",NA,"Ilustrador","M","Colombia",NA,NA,"No",NA,NA,NA,"Imagen","Fotograbado",NA,NA,0.5,"290"
"El Montañés","232","San Antonio de Padua","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Velásquez Botero, Samuel",NA,"Creador","M","Colombia","1865","1942","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,2.8,"290-293"
"El Montañés","233","Medellín y sus Alrededores - Puente de Mejía [fotograbado]","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Mesa, Rafael",NA,"Ilustrador","M","Colombia",NA,NA,"No",NA,NA,NA,"Imagen","Fotograbado",NA,NA,0.7,"293"
"El Montañés","234","El paso de ""La Quiebra"" en el Ferrocarril de Antioquia","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","López Restrepo, Alejandro",NA,"Creador","M","Colombia","1876","1940","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,12.5,"294-306"
"El Montañés","234","El paso de ""La Quiebra"" en el Ferrocarril de Antioquia","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","López Restrepo, Alejandro",NA,"Creador","M","Colombia","1876","1940","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,12.5,"294-306"
"El Montañés","235","El paso de ""La Quiebra"" en el Ferrocarril de Antioquia","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Maya, Juan F.",NA,"Ilustrador",NA,NA,NA,NA,"No",NA,NA,NA,"Imagen","Ilustración",NA,NA,1,"SD"
"El Montañés","236","El Campesino (grabado en madera)","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Peláez, Anatolio",NA,"Ilustrador",NA,NA,NA,NA,"No",NA,"Español",NA,"Imagen","Grabado",NA,NA,0.5,"306"
"El Montañés","237","Cierra la Noche","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Pérez Triana, Santiago",NA,"Creador","M","Colombia","1858","1916","No",NA,"Español",NA,"Poesía",NA,NA,NA,1,"307"
"El Montañés","238","La Flores","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Posada Arango, Andrés",NA,"Creador","M","Colombia","1839","1923","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,4.5,"308-312"
"El Montañés","239","In memóriam","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Latorre, Gabriel",NA,"Creador","M","Colombia","1868","1935","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,1.5,"312-313"
"El Montañés","240","En marcha!","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Ospina Vásquez, Mariano",NA,"Creador","M","Colombia","1869","1941","No",NA,"Español",NA,"Poesía",NA,"Jaramillo Villa, Juan Francisco",NA,1,"314"
"El Montañés","241","Reseña Mensual (Impresiones Personalísimas)","Vol. 2. Núm. 19-20","Junio y Julio de 1899","1899-07-01","Ospina Vásquez, Mariano","Prólogus","Creador","M","Colombia","1869","1941","No",NA,"Español",NA,"Prosa No Ficción","Reseña",NA,NA,1.8,"315-316"
"El Montañés","242a","En el balcón","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Rodríguez, Horacio Marino","Rodríguez y Mesa","Ilustrador","M","Colombia","1866","1931","No",NA,NA,NA,"Imagen","Ilustración",NA,NA,0.7,"317"
"El Montañés","242b","En el balcón","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Mesa, Rafael","Rodríguez y Mesa","Ilustrador","M","Colombia",NA,NA,"No",NA,NA,NA,"Imagen","Ilustración",NA,NA,0.7,"317"
"El Montañés","243","Premieres Poésies","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Musset, Alfred de",NA,"Creador","M","Francia","1810","1857","No",NA,"Francés",NA,"Poesía",NA,NA,NA,0.1,"317"
"El Montañés","244","En el Teatro","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Latorre, Gabriel","Larra, Gilberto E.","Creador","M","Colombia","1868","1935","No",NA,"Español",NA,"Poesía",NA,NA,NA,14.8,"318-332"
"El Montañés","245","Binoculares","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Montoya, Gabriel",NA,"Ilustrador","M","Colombia","1872","1925","No",NA,NA,NA,"Imagen","Ilustración",NA,NA,0.1,"332"
"El Montañés","246","Neurosis","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Vásquez, Juan de Dios","Juan de D. Vásquez","Creador","M","Colombia",NA,NA,"No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,4.5,"333-337"
"El Montañés","247","Mujer","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Montoya, Gabriel",NA,"Ilustrador","M","Colombia","1872","1925","No",NA,NA,NA,"Imagen","Ilustración",NA,NA,0.5,"333"
"El Montañés","248","Don Julián Vásquez [continuación]","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Gómez Barrientos, Estanislao","Estanislao Gómez B.","Creador","M","Colombia","1850","1931","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,14,"338-348"
"El Montañés","249a","En el Río Magdalena [fotograbado]","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Rodríguez, Horacio Marino","Rodríguez y Mesa","Ilustrador","M","Colombia","1866","1931","No",NA,NA,NA,"Imagen","Fotograbado",NA,NA,1,"349"
"El Montañés","249b","En el Río Magdalena [fotograbado]","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Mesa, Rafael","Rodríguez y Mesa","Ilustrador","M","Colombia",NA,NA,"No",NA,NA,NA,"Imagen","Fotograbado",NA,NA,1,"349"
"El Montañés","250","El Diario de Pedro [fragmento]","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Gómez Escobar, Francisco","Efe Gómez","Creador","M","Colombia","1867","1938","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,1.5,"351-352"
"El Montañés","251","Blancura Inaccesible","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Velásquez Botero, Samuel",NA,"Creador","M","Colombia","1865","1942","No",NA,"Español",NA,"Poesía",NA,NA,NA,1.5,"352-353"
"El Montañés","252","Reseña Mensual (Impresiones Personalísimas)","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Ospina Vásquez, Mariano","Prólogus","Creador","M","Colombia","1869","1941","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,3,"354-356"
"El Montañés","253","Dualismo","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Ospina Vásquez, Mariano","Prólogus","Creador","M","Colombia","1869","1941","No",NA,"Español",NA,"Poesía",NA,NA,NA,2,"357-358"
"El Montañés","254","Atención","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Anónimo",NA,"Anunciante",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,0.2,"SD"
"El Montañés","255","Publicidad","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Anónimo",NA,"Anunciante",NA,NA,NA,NA,"No",NA,"Español",NA,"Publicidad",NA,NA,NA,3,"SD"
"El Montañés","256","Ley de 1898","Vol. 2. Núm. 21","Agosto de 1899","1899-08-01","Anónimo",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,1,"SD"
"El Montañés","257","Pareja","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Mesa, Rafael",NA,"Ilustrador","M","Colombia",NA,NA,"No",NA,"Español",NA,"Imagen","Ilustración",NA,NA,0.5,"359"
"El Montañés","258","Ojo por ojo","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Velásquez Botero, Samuel",NA,"Creador","M","Colombia","1865","1942","No",NA,"Español",NA,"Prosa Ficción",NA,"Arana, Mario",NA,7.1,"359-366"
"El Montañés","259","La Noche","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Vélez, Victoriano",NA,"Creador","M","Colombia","1891","1956","No",NA,"Español",NA,"Poesía",NA,"Latorre, Gabriel",NA,1.4,"366-368"
"El Montañés","260","Costumbres Antioqueñas - ""Alabado sea el nombre de Dios!""","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Botero Echeverri, Manuel","Man. Bot.","Ilustrador",NA,NA,NA,NA,"No",NA,NA,NA,"Imagen","Fotograbado",NA,NA,0.7,"368"
"El Montañés","261","Don Julián Vásquez [conclusión]","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Gómez Barrientos, Estanislao",NA,"Creador","M","Colombia","1850","1931","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,10.5,"369-379"
"El Montañés","262","Cantares","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Ceballos Quintana, Enrique","Ceballos Quintana, E.","Creador","M","España",NA,NA,"No",NA,"Español",NA,"Poesía",NA,NA,NA,0.5,"379"
"El Montañés","263","Bogotá - El capitolio (fotograbado)","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Anónimo","Duperly y Sons","Ilustrador",NA,NA,NA,NA,"No",NA,"Español",NA,"Imagen","Fotograbado",NA,NA,0.5,"380"
"El Montañés","264","Desde París - En Montmartre","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","López Lapuya, Isidoro",NA,"Creador","M","España","1882","1927","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,6.1,"380-386"
"El Montañés","265","A. José A. Silva","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Restrepo Restrepo, Antonio María","Abel Farina","Creador","M","Colombia","1875","1921","No",NA,"Español",NA,"Poesía","Silva, José Asunción",NA,NA,0.5,"386"
"El Montañés","266","Ley de la Vida","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Ceballos Quintana, Enrique","Ceballos Quintana, E.","Creador","M","España",NA,NA,"No",NA,"Español",NA,"Poesía",NA,"López Lapuya, I.",NA,2,"387-388"
"El Montañés","267","Juan Montalvo","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Mesa, Rafael",NA,"Ilustrador","M","Colombia",NA,NA,"No",NA,NA,NA,"Imagen","Fotograbado",NA,NA,0.1,"389"
"El Montañés","268","Don Juan Montalvo","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Restrepo, Saturnino","S. Restrepo","Reseñista","M","Colombia","1877","1961","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,"""Lecturas de Juan Montalvo"" de Juan de Dios Uribe",31.5,"389-420"
"El Montañés","269","En ""Sabanas""","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Garcés, Leopoldo",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Poesía",NA,NA,NA,0.8,"420-421"
"El Montañés","270","Medellín y sus Alrededores - Calle del Comercio (fotograbado)","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Mesa, Rafael",NA,"Ilustrador","M","Colombia",NA,NA,"No",NA,NA,NA,"Imagen","Fotograbado",NA,NA,0.6,"421"
"El Montañés","271","Carta Anónima de Bolívar","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Bolívar, Simón",NA,"Creador","M","Venezuela","1783","1830","No",NA,"Español",NA,"Prosa No Ficción","Carta","Sáenz, Manuela",NA,0.5,"422"
"El Montañés","272","Dos Cuentos","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Ospina Vásquez, Tulio",NA,"Creador","M","Colombia","1857","1921","No",NA,"Español",NA,"Prosa Ficción","Cuento",NA,NA,8.4,"422-430"
"El Montañés","273","El arriero","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Tobón Mejía, Marco",NA,"Ilustrador","M","Colombia","1876","1933","No",NA,NA,NA,"Imagen","Ilustración",NA,NA,0.4,"425"
"El Montañés","274","Sobre ""El Arte por el Arte""","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Escovar, José María",NA,"Crítico","M","Colombia","1854","1933","No",NA,"Español",NA,"Prosa No Ficción","Carta","Gómez, Francisco",NA,11.9,"431-442"
"El Montañés","275","Medellín y sus Alrededores - Choza Campesina (fotograbado)","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Mesa, Rafael",NA,"Ilustrador","M","Colombia",NA,NA,"No",NA,"Español",NA,"Imagen","Fotograbado",NA,NA,0.4,"443"
"El Montañés","276","¡Oh! El escrúpulo de la tía Marcela!","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Thein, Max",NA,"Creador","M","Hungría","1874",NA,"No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,12.6,"443-455"
"El Montañés","277","Costumbres Antioqueñas - Carnaval de Medellín en 1899","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Mesa, Rafael",NA,"Ilustrador","M","Colombia",NA,NA,"No",NA,NA,NA,"Imagen","Fotograbado",NA,NA,0.5,"456"
"El Montañés","278","Medellín y sus Alrededores - Laguna de ""Sabanas"" (fotograbado)","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Mesa, Rafael",NA,"Ilustrador","M","Colombia",NA,NA,"No",NA,NA,NA,"Imagen","Fotograbado",NA,NA,0.5,"456"
"El Montañés","279","El Rey Moro (de Heine)","Vol. 2. Núm. 22-23-24","Septiembre, Octubre y Noviembre de 1899","1899-11-01","Heine, Heinrich",NA,"Creador","M","Alemania","1797","1856","Sí","Romero, Blasina","Español","Alemán","Poesía","Leyenda",NA,NA,1.5,"457-458"
"Panida","1","Panida","1","15 de febrero de 1915","1915-02-15","Rendón, Ricardo","R. Rendón B.","Ilustrador","M","Colombia","1894","1931","No",NA,"Español",NA,"Imagen",NA,NA,NA,0.4,"SD"
"Panida","2","""Panida""","1","15 de febrero de 1915","1915-02-15","Anónimo","Redacción","Redactor",NA,NA,NA,NA,"No",NA,"Español",NA,"Publicidad",NA,NA,NA,0.5,"SD"
"Panida","3","En el álbum de un poeta","1","15 de febrero de 1915","1915-02-15","Rodó, José Enrique",NA,"Creador","M","Uruguay","1871","1917","No",NA,"Español",NA,"Poesía",NA,NA,NA,0.7,"1"
"Panida","4","Una historia","1","15 de febrero de 1915","1915-02-15","Villa Carrasquilla, Jorge","M. Carré","Creador","M","Colombia","1895","1952","No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,1,"2"
"Panida","5","Elegía","1","15 de febrero de 1915","1915-02-15","Mejía Arango, José Félix","C. R. Pino","Creador","M","Colombia","1894","1978","No",NA,"Español",NA,"Poesía",NA,NA,NA,1.1,"2-3"
"Panida","6","Nil Noir","1","15 de febrero de 1915","1915-02-15","Remouchamps, Victor",NA,"Creador","M","Bélgica","1862","1907","Sí","Restrepo Olarte, Jesús","Español","Francés","Poesía",NA,NA,NA,0.7,"4"
"Panida","7","Granada, por Rusiñol","1","15 de febrero de 1915","1915-02-15","Machado, Manuel",NA,"Creador","M","España","1874","1947","No",NA,"Español",NA,"Poesía",NA,NA,NA,0.6,"5"
"Panida","8","Cuento de Hadas","1","15 de febrero de 1915","1915-02-15","France, Anatole",NA,"Creador","M","Francia","1844","1924","Sí","Anónimo","Español","Francés","Prosa No Ficción",NA,NA,NA,2,"5-7"
"Panida","9","La Balada de los Buhos Estáticos","1","15 de febrero de 1915","1915-02-15","Greiff, León de","Leo LEGRIS","Director","M","Colombia","1895","1976","No",NA,"Español",NA,"Poesía",NA,NA,NA,1.5,"7-8"
"Panida","10","De diez y siete a treinta","1","15 de febrero de 1915","1915-02-15","Altenberg, Peter",NA,"Creador","M","Austria","1859","1919","Sí","Anónimo","Español","Alemán","Prosa Ficción",NA,NA,NA,1.4,"9-10"
"Panida","11","Pan","1","15 de febrero de 1915","1915-02-15","Jaramillo Arango, Rafael","Fernando Villalba","Creador","M","Colombia","1896","1963","No",NA,"Español",NA,"Poesía",NA,NA,NA,1,"10-11"
"Panida","12","Del libro ""Don Juan Manuel de Padilla""","1","15 de febrero de 1915","1915-02-15","Anónimo","Cebrián de Amocete","Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,1.4,"11-12"
"Panida","13","Morte Regina","1","15 de febrero de 1915","1915-02-15","Graf, Arturo",NA,"Creador","M","Grecia","1848","1913","Sí","Díez Canedo, Enrique","Español","Italiano","Poesía",NA,NA,NA,0.5,"13"
"Panida","14","Al Crayon","1","15 de febrero de 1915","1915-02-15","Anónimo","El Visir GULLIVER","Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,1.1,"13-14"
"Panida","15",NA,"1","15 de febrero de 1915","1915-02-15","Anónimo","⁂","Redactor",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,0.2,"15"
"Panida","16",NA,"1","15 de febrero de 1915","1915-02-15","Anónimo","⁂","Redactor",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,0.2,"15"
"Panida","17",NA,"1","15 de febrero de 1915","1915-02-15","Turgenev, Ivan",NA,"Creador","M","Rusia","1818","1883","Sí","Anónimo","Español","Ruso","Prosa No Ficción",NA,NA,NA,0.1,"15"
"Panida","18",NA,"1","15 de febrero de 1915","1915-02-15","Anónimo","⁂","Redactor",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,0.2,"15-16"
"Panida","19","Arturo Graf","1","15 de febrero de 1915","1915-02-15","Anónimo",NA,"Creador",NA,NA,NA,NA,"No",NA,"Español",NA,"Prosa Ficción",NA,NA,NA,0.1,"16"
"Panida","20","Páginas Dolorosas","1","15 de febrero de 1915","1915-02-15","Jiménez, Juan Ramón",NA,"Creador","M","España","1881","1958","No",NA,"Español",NA,"Prosa No Ficción",NA,NA,NA,0.3,"16"
"Panida","21","Panida","2","28 de febrero de 1915","1915-02-28","Rendón, Ricardo","R. Rendón B.","Ilustrador","M","Colombia","1894","1931","No",NA,"Español",NA,"Imagen",NA,NA,NA,0.4,"SD"
"Panida","22a","Almas Humanas","2","28 de febrero de 1915","1915-02-28","Isaza Botero, Teodomiro","Helena de MAIA","Creador","M","Colombia","1863","1891","No",NA,"Español",NA,"Poesía",NA,NA,NA,2.7,"17-19"
